publish_data,tweet
26655,"cmd || [];}fireOrSaveJsFunctions(0,function() {ga('send', 'event', { eventCategory: 'New Header - Desktop - UI/UX Testing', eventAction: 'Show new header - Desktop', eventLabel: 'Show new header - Desktop', nonInteraction: true});});var is_userMobile=0;var is_userTablet=0;var glob_responsiveOverride=0;var glob_customUserID=0;var category=[{""""displayNavName"""":""""ADHD \/ ADD"""",""""url"""":""""adhd""""},{""""displayNavName"""":""""Allergy"""",""""url"""":""""allergy""""},{""""displayNavName"""":""""Alzheimer's \/ Dementia"""",""""url"""":""""alzheimers""""},{""""displayNavName"""":""""Anxiety \/ Stress"""",""""url"""":""""anxiety""""},{""""displayNavName"""":""""Rheumatology"""",""""url"""":""""rheumatology""""},{""""displayNavName"""":""""Respiratory"""",""""url"""":""""respiratory""""},{""""displayNavName"""":""""Bipolar"""",""""url"""":""""bipolar""""},{""""displayNavName"""":""""Body Aches"""",""""url"""":""""bodyaches""""},{""""displayNavName"""":""""Breast Cancer"""",""""url"""":""""breast_cancer""""},{""""displayNavName"""":""""Cancer \/ Oncology"""",""""url"""":""""cancer-oncology""""},{""""displayNavName"""":""""Cardiovascular \/ Cardiology"""",""""url"""":""""cardiovascular""""},{""""displayNavName"""":""""Caregivers \/ Homecare"""",""""url"""":""""caregivers""""},{""""displayNavName"""":""""Cholesterol"""",""""url"""":""""cholesterol""""},{""""displayNavName"""":""""Crohn's"""",""""url"""":""""crohns""""},{""""displayNavName"""":""""Cystic Fibrosis"""",""""url"""":""""cystic_fibrosis""""},{""""displayNavName"""":""""Depression"""",""""url"""":""""depression""""},{""""displayNavName"""":""""Dermatology"""",""""url"""":""""dermatology""""},{""""displayNavName"""":""""Diabetes"""",""""url"""":""""diabetes""""},{""""displayNavName"""":""""Erectile Dysfunction"""",""""url"""":""""erectile_dysfunction""""},{""""displayNavName"""":""""Fertility"""",""""url"""":""""fertility""""},{""""displayNavName"""":""""Obesity \/ Weight Loss \/ Fitness"""",""""url"""":""""fitness-obesity""""},{""""displayNavName"""":""""Headache \/ Migraine"""",""""url"""":""""headache-migraine""""},{""""displayNavName"""":""""Liver Disease \/ Hepatitis"""",""""url"""":""""liver_disease""""},{""""displayNavName"""":""""HIV and AIDS"""",""""url"""":""""hiv-aids""""},{""""displayNavName"""":""""Hypertension"""",""""url"""":""""hypertension""""},{""""displayNavName"""":""""Irritable Bowel Syndrome"""",""""url"""":""""ibs""""},{""""displayNavName"""":""""Lung Cancer"""",""""url"""":""""lung_cancer""""},{""""displayNavName"""":""""Lymphoma"""",""""url"""":""""lymphoma""""},{""""displayNavName"""":""""Men's Health"""",""""url"""":""""mens_health""""},{""""displayNavName"""":""""Mental Health"""",""""url"""":""""mental_health""""},{""""displayNavName"""":""""Neurology \/ Neuroscience"""",""""url"""":""""neurology""""},{""""displayNavName"""":""""Pregnancy \/ Obstetrics"""",""""url"""":""""pregnancy""""},{""""displayNavName"""":""""Psychology \/ Psychiatry"""",""""url"""":""""psychology-psychiatry""""},{""""displayNavName"""":""""Schizophrenia"""",""""url"""":""""schizophrenia""""},{""""displayNavName"""":""""Seniors \/ Aging"""",""""url"""":""""seniors""""},{""""displayNavName"""":""""Sexual Health \/ STDs"""",""""url"""":""""sexual_health""""},{""""displayNavName"""":""""Statins"""",""""url"""":""""statins""""},{""""displayNavName"""":""""Urology \/ Nephrology"""",""""url"""":""""urology-nephrology""""},{""""displayNavName"""":""""Women's Health"""",""""url"""":""""womens_health""""},{""""displayNavName"""":""""Pediatrics \/ Children's Health"""",""""url"""":""""pediatrics""""},{""""displayNavName"""":""""Radiology \/ Nuclear Medicine"""",""""url"""":""""radiology""""},{""""displayNavName"""":""""Bones \/ Orthopedics"""",""""url"""":""""bones""""},{""""displayNavName"""":""""Public Health"""",""""url"""":""""public_health""""},{""""displayNavName"""":""""Bio-terrorism \/ Terrorism"""",""""url"""":""""bioterrorism""""},{""""displayNavName"""":""""Aid \/ Disasters"""",""""url"""":""""aid-disasters""""},{""""displayNavName"""":""""Genetics"""",""""url"""":""""genetics""""},{""""displayNavName"""":""""Ear, Nose and Throat"""",""""url"""":""""ent""""},{""""displayNavName"""":""""Alcohol \/ Illegal Drugs"""",""""url"""":""""alcohol""""},{""""displayNavName"""":""""Nursing \/ Midwifery"""",""""url"""":""""nursing""""},{""""displayNavName"""":""""Medical Students \/ Training"""",""""url"""":""""medical_students""""},{""""displayNavName"""":""""Pharma \/ Biotech Industry"""",""""url"""":""""pharma_industry""""},{""""displayNavName"""":""""Stem Cell Research"""",""""url"""":""""stem_cell""""},{""""displayNavName"""":""""Dentistry"""",""""url"""":""""dentistry""""},{""""displayNavName"""":""""Bird Flu \/ Avian Flu"""",""""url"""":""""birdflu""""},{""""displayNavName"""":""""MRSA \/ Drug Resistance"""",""""url"""":""""mrsa-superbug""""},{""""displayNavName"""":""""Eye Health \/ Blindness"""",""""url"""":""""eye_health""""},{""""displayNavName"""":""""Tropical Diseases"""",""""url"""":""""tropical_diseases""""},{""""displayNavName"""":""""Cleft Palate"""",""""url"""":""""cleft_palate""""},{""""displayNavName"""":""""Infectious Diseases"""",""""url"""":""""infectious_diseases""""},{""""displayNavName"""":""""Parkinson's Disease"""",""""url"""":""""parkinsons_disease""""},{""""displayNavName"""":""""GastroIntestinal"""",""""url"""":""""gastrointestinal""""},{""""displayNavName"""":""""CJD \/ vCJD \/ Mad Cow Disease"""",""""url"""":""""cjd-vcjd""""},{""""displayNavName"""":""""Nutrition \/ Diet"""",""""url"""":""""nutrition-diet""""},{""""displayNavName"""":""""Gout"""",""""url"""":""""gout""""},{""""displayNavName"""":""""Stroke"""",""""url"""":""""stroke""""},{""""displayNavName"""":""""Complementary Medicine"""",""""url"""":""""complementary_medicine""""},{""""displayNavName"""":""""Endocrinology"""",""""url"""":""""endocrinology""""},{""""displayNavName"""":""""Biology \/ Biochemistry"""",""""url"""":""""biology-biochemistry""""},{""""displayNavName"""":""""Multiple Sclerosis"""",""""url"""":""""multiple_sclerosis""""},{""""displayNavName"""":""""Autism"""",""""url"""":""""autism""""},{""""displayNavName"""":""""Water - Air Quality \/ Agriculture"""",""""url"""":""""water_quality""""},{""""displayNavName"""":""""Immune System \/ Vaccines"""",""""url"""":""""immune_system""""},{""""displayNavName"""":""""Lupus"""",""""url"""":""""lupus""""},{""""displayNavName"""":""""Cosmetic Medicine"""",""""url"""":""""cosmetic_medicine""""},{""""displayNavName"""":""""Rehabilitation"""",""""url"""":""""rehabilitation""""},{""""displayNavName"""":""""Pain \/ Anesthetics"""",""""url"""":""""pain""""},{""""displayNavName"""":""""Hearing \/ Deafness"""",""""url"""":""""hearing-deafness""""},{""""displayNavName"""":""""Muscular Dystrophy \/ ALS"""",""""url"""":""""muscular_dystrophy""""},{""""displayNavName"""":""""Sports Medicine \/ Fitness"""",""""url"""":""""sports_medicine""""},{""""displayNavName"""":""""MRI \/ PET \/ Ultrasound"""",""""url"""":""""mri-pet""""},{""""displayNavName"""":""""Huntingtons Disease"""",""""url"""":""""huntingtons_disease""""},{""""displayNavName"""":""""Medical Devices \/ Diagnostics"""",""""url"""":""""medical_devices""""},{""""displayNavName"""":""""Smoking \/ Quit Smoking"""",""""url"""":""""smoking""""},{""""displayNavName"""":""""Transplants \/ Organ Donations"""",""""url"""":""""transplants""""},{""""displayNavName"""":""""Sleep \/ Sleep Disorders"""",""""url"""":""""sleep""""},{""""displayNavName"""":""""IT \/ Internet \/ E-mail"""",""""url"""":""""it""""},{""""displayNavName"""":""""Dyslexia"""",""""url"""":""""dyslexia""""},{""""displayNavName"""":""""Medicare \/ Medicaid \/ SCHIP"""",""""url"""":""""medicare-medicaid""""},{""""displayNavName"""":""""Epilepsy"""",""""url"""":""""epilepsy""""},{""""displayNavName"""":""""Prostate \/ Prostate Cancer"""",""""url"""":""""prostate""""},{""""displayNavName"""":""""Veterinary"""",""""url"""":""""veterinary""""},{""""displayNavName"""":""""Abortion"""",""""url"""":""""abortion""""},{""""displayNavName"""":""""Health Insurance"""",""""url"""":""""health_insurance""""},{""""displayNavName"""":""""Litigation"""",""""url"""":""""medical_malpractice""""},{""""displayNavName"""":""""Clinical Trials \/ Drug Trials"""",""""url"""":""""clinical_trials""""},{""""displayNavName"""":""""Conferences"""",""""url"""":""""conferences""""},{""""displayNavName"""":""""Compliance"""",""""url"""":""""compliance""""},{""""displayNavName"""":""""Primary Care \/ General Practice"""",""""url"""":""""primary_care""""},{""""displayNavName"""":""""Flu \/ Cold \/ SARS"""",""""url"""":""""flu-sars""""},{""""displayNavName"""":""""Blood \/ Hematology"""",""""url"""":""""blood""""},{""""displayNavName"""":""""Colorectal Cancer"""",""""url"""":""""colorectal_cancer""""},{""""displayNavName"""":""""Acid Reflux \/ GERD"""",""""url"""":""""gerd""""},{""""displayNavName"""":""""Cervical Cancer \/ HPV Vaccine"""",""""url"""":""""cervical_cancer""""},{""""displayNavName"""":""""Eating Disorders"""",""""url"""":""""eatingdisorders""""},{""""displayNavName"""":""""Pharmacy \/ Pharmacist"""",""""url"""":""""pharmacy""""},{""""displayNavName"""":""""Regulatory Affairs"""",""""url"""":""""regulatoryaffairs""""},{""""displayNavName"""":""""Ovarian Cancer"""",""""url"""":""""ovarian_cancer""""},{""""displayNavName"""":""""Menopause"""",""""url"""":""""menopause""""},{""""displayNavName"""":""""Psoriasis"""",""""url"""":""""psoriasis""""},{""""displayNavName"""":""""Tuberculosis"""",""""url"""":""""tuberculosis""""},{""""displayNavName"""":""""Back Pain"""",""""url"""":""""back-pain""""},{""""displayNavName"""":""""Heart Disease"""",""""url"""":""""heart-disease""""},{""""displayNavName"""":""""Asbestos \/ Mesothelioma"""",""""url"""":""""asbestos""""},{""""displayNavName"""":""""Lymphology \/ Lymphedema"""",""""url"""":""""lymphology""""},{""""displayNavName"""":""""Veterans \/ Ex-Servicemen"""",""""url"""":""""veterans""""},{""""displayNavName"""":""""Medical Practice Management"""",""""url"""":""""medical_practice""""},{""""displayNavName"""":""""Melanoma \/ Skin Cancer"""",""""url"""":""""melanoma""""},{""""displayNavName"""":""""COPD"""",""""url"""":""""copd""""},{""""displayNavName"""":""""Palliative Care \/ Hospice Care"""",""""url"""":""""palliative_care""""},{""""displayNavName"""":""""Vascular"""",""""url"""":""""vascular""""},{""""displayNavName"""":""""Fibromyalgia"""",""""url"""":""""fibromyalgia""""},{""""displayNavName"""":""""Pancreatic Cancer"""",""""url"""":""""pancreatic-cancer""""},{""""displayNavName"""":""""Preventive Medicine"""",""""url"""":""""preventive-medicine""""},{""""displayNavName"""":""""Swine Flu"""",""""url"""":""""swine-flu""""},{""""displayNavName"""":""""Restless Legs Syndrome"""",""""url"""":""""restless-legs""""},{""""displayNavName"""":""""Food Intolerance"""",""""url"""":""""food-intolerance""""},{""""displayNavName"""":""""Personal Monitoring"""",""""url"""":""""personal-monitoring""""},{""""displayNavName"""":""""Surgery"""",""""url"""":""""surgery""""},{""""displayNavName"""":""""Emergency Medicine"""",""""url"""":""""emergency-medicine""""},{""""displayNavName"""":""""Pulmonary System"""",""""url"""":""""pulmonary-system""""},{""""displayNavName"""":""""Medical Innovation"""",""""url"""":""""medical-innovation""""},{""""displayNavName"""":""""Ebola"""",""""url"""":""""ebola""""},{""""displayNavName"""":""""Ulcerative Colitis"""",""""url"""":""""ulcerative-colitis""""},{""""displayNavName"""":""""Constipation"""",""""url"""":""""constipation""""},{""""displayNavName"""":""""Arrhythmia"""",""""url"""":""""arrhythmia""""},{""""displayNavName"""":""""Osteoporosis"""",""""url"""":""""osteoporosis""""},{""""displayNavName"""":""""Diabetes Type 1"""",""""url"""":""""diabetes-type-1""""},{""""displayNavName"""":""""Diabetes Type 2"""",""""url"""":""""diabetes-type-2""""},{""""displayNavName"""":""""Dry Eye"""",""""url"""":""""dry-eye""""},{""""displayNavName"""":""""Endometriosis"""",""""url"""":""""endometriosis""""},{""""displayNavName"""":""""Psoriatic Arthritis"""",""""url"""":""""psoriatic-arthritis""""},{""""displayNavName"""":""""Hypothyroid"""",""""url"""":""""hypothyroid""""},{""""displayNavName"""":""""Shingles"""",""""url"""":""""shingles""""},{""""displayNavName"""":""""Premature Ejaculation"""",""""url"""":""""premature-ejaculation""""},{""""displayNavName"""":""""Asthma"""",""""url"""":""""asthma""""},{""""displayNavName"""":""""VTE"""",""""url"""":""""vte""""},{""""displayNavName"""":""""Seasonal Allergy"""",""""url"""":""""seasonal-allergy""""},{""""displayNavName"""":""""Food Allergy"""",""""url"""":""""food-allergy""""},{""""displayNavName"""":""""OAB"""",""""url"""":""""oab""""},{""""displayNavName"""":""""Urinary Tract Infection"""",""""url"""":""""urinary-tract-infection""""},{""""displayNavName"""":""""Leukemia"""",""""url"""":""""leukemia""""},{""""displayNavName"""":""""Osteoarthritis"""",""""url"""":""""osteoarthritis""""},{""""displayNavName"""":""""Rheumatoid Arthritis"""",""""url"""":""""rheumatoid-arthritis""""},{""""displayNavName"""":""""Birth Control"""",""""url"""":""""birth-control-contraception""""},{""""displayNavName"""":""""Head and Neck Cancer"""",""""url"""":""""head-and-neck-cancer""""},{""""displayNavName"""":""""Atopic Dermatitis"""",""""url"""":""""atopic-dermatitis-eczema""""},{""""displayNavName"""":""""Bites and Stings"""",""""url"""":""""bites-stings""""}];var glob_testServer = 0;var resetpw = 0;var glob_newSkin = 1;var glob_menu_prefix = 'New Header';var glob_deviceInfo = 'Desktop';var glob_newRegistration = 1;var glob_triggerSurvey = 0;var glob_pageType = 'article';var glob_siteRevision = 7721;var showNewsletterPopup = 1;var showFocusGroupPopup = 0;fireOrSaveJsFunctions(1,function(){var tempAacctTid =setInterval(function() {if(typeof _qevents !== """"undefined""""){//wait until _qevents had been set_qevents"
26656,"push( { qacct:""""p-v03RmX3GES6RT""""} );clearInterval(tempAacctTid);}}, 500);});fireOrSaveJsFunctions(1,function(){twttr"
26657,conversion
26658,"trackPid('l4bfr');});fireOrSaveJsFunctions(1,function(){(function(d, s, id) {  var js, fjs = d"
26659,getElementsByTagName(s)[0];  if (d
26660,getElementById(id)) return;  js = d
26661,createElement(s); js
26662,id = id;  js
26663,"src = """"//connect"
26664,facebook
26665,net/en_US/sdk
26666,js#xfbml=1&version=v2
26667,"3&appId=147184211975697"""";  fjs"
26668,parentNode
26669,"insertBefore(js, fjs);}(document, 'script', 'facebook-jssdk'));});glob_categoryID=""""65"""";glob_categoryName=""""Nutrition / Diet category"""";fireOrSaveJsFunctions(1,function(){loadScript(""""//z-na"
26670,amazon-adsystem
26671,"com/widgets/onejs?MarketPlace=US&adInstanceId=c3555b57-ee3e-4ba5-b6f4-ec40911af7e4"""",{},function(){})});// 1"
26672,create object of scriptvar deferCSS = document
26673,createElement('script');deferCSS
26674,src = 'https://hello
26675,myfonts
26676,net/count/333229';deferCSS
26677,type = 'text/javascript';deferCSS
26678,defer = true;// 2
26679,declaire position of var deferCSS_place = document
26680,getElementsByTagName('body')[0];// 3
26681,insert object before deferCSS_place
26682,appendChild(deferCSS); window
26683,"bk_async = function() { bk_addPageCtx('categoryMain', 'nutrition-diet');bk_addPageCtx('categorySub', 'biology-biochemistry');bk_addPageCtx('dimension28', 'otherinflammatoryboweldisease');bk_addPageCtx('dimension29', 'digestive');BKTAG"
26684,"doTag(76945, 10);}; (function() { var scripts = document"
26685,getElementsByTagName('script')[0]; var s = document
26686,createElement('script'); s
26687,async = true; s
26688,"src = """"https://tags"
26689,bkrtx
26690,com/js/bk-coretag
26691,"js""""; scripts"
26692,parentNode
26693,"insertBefore(s, scripts); }()); var articleID=""""324164"""";var articleType = """"written"""";var emailID = """"324164"""";var articleURL = """"/articles/324164"
26694,"php"""";var threadID = """"0"""";var opinionsOutput = 0;var showAdsOnArticle = 1;var isSponsored = 0;    for(var contentBlocksDoms=document"
26695,"querySelectorAll("""""
26696,infobox_large
26697,"article-tcblocks > li""""),i=0;i div"
26698,headline
26699,"mobile""""),excerpt=_this"
26700,"querySelector(""""a > div >"
26701,"excerpt""""),desktopHeadlineHtmlStr=mobileHeadline"
26702,outerHTML;desktopHeadlineHtmlStr=desktopHeadlineHtmlStr
26703,"replace(/(class=\"""""
26704,*?)\s*mobile\s*(
26705,"*?\"""")/g,""""$1$2""""),null===_this"
26706,"querySelector(""""a > div >"
26707,"headline"""")&&excerpt"
26708,"insertAdjacentHTML(""""beforebegin"""",desktopHeadlineHtmlStr),_this"
26709,"getElementsByTagName(""""a"""")[0]"
26710,removeChild(mobileHeadline)}//Remove  class hide in tabbed content to show on desktop/ tabletif(document
26711,"getElementsByClassName(""""collapsed__tabs"""")[0]){document"
26712,"getElementsByClassName(""""collapsed__tabs"""")[0]"
26713,classList
26714,remove('hide');}    var articleTOC = document
26715,"getElementsByClassName(""""article_toc"""")[0];if(document"
26716,body
26717,"contains(articleTOC)){// if the page contains article TOC, we do the trickvar articleTOCpreviousElement = articleTOC"
26718,previousElementSibling;if(articleTOCpreviousElement){if((articleTOCpreviousElement
26719,className
26720,"indexOf(""""photobox_header"""") !==-1&&articleTOCpreviousElement"
26721,"querySelector(""""em"""") != null)||(articleTOCpreviousElement"
26722,className
26723,"indexOf(""""photobox_left"""") !==-1&&articleTOCpreviousElement"
26724,"querySelector(""""em"""") != null)||(articleTOCpreviousElement"
26725,className
26726,"indexOf(""""photobox_right"""") !==-1&&articleTOCpreviousElement"
26727,"querySelector(""""em"""") != null)){articleTOC"
26728,classList
26729,"add(""""article_collapsed--top"""");}}}var mntDataLayer = """""""";//Fire in adblock"
26730,"js cause that's the last event in the page function setMNTDataLayer(e) {mntDataLayer = {""""article_meta"""":{""""publisher"""":""""Medical News Today"""",""""headline"""":""""Could pomegranates offer the key to new IBD treatments?"""",""""description"""":""""A compound derived from pomegranates and berries can have a protective role in inflammatory bowel disease"
26731,New research reveals the mechanism it accesses
26732,""""",""""url"""":""""\/articles\/324164"
26733,"php"""",""""CanonicalURL"""":""""https:\/\/www"
26734,medicalnewstoday
26735,com\/articles\/324164
26736,"php"""",""""datePublished"""":""""2019-01-13"""",""""dateUpdated"""":"""""""",""""dateReviewed"""":"""""""",""""author"""":""""Maria Cohut"""",""""coAuthor"""":"""""""",""""reviewer"""":"""""""",""""ratingHCP"""":0,""""ratingPublic"""":0,""""commentCount"""":0,""""shareCountFacebook"""":0,""""shareCountGooglePlus"""":0,""""shareCountLinkedIn"""":0,""""shareCountPinterest"""":0,""""ampURL"""":"""""""",""""ampVersion"""":""""N""""},""""reader"""":{""""loggedIn"""":""""no""""},""""targeting"""":{""""categoryMain"""":""""nutrition-diet"""",""""categorySub"""":[""""biology-biochemistry"""",""""gastrointestinal"""",""""infectious_diseases""""],""""articleKeywords"""":"""""""",""""articleID"""":""""324164"""",""""articleType"""":""""written"""",""""micrositeID"""":"""""""",""""articleVersion"""":""""v2"""",""""articleAge"""":""""year""""},""""customDimensions"""":{""""siteVersion"""":""""desktop"""",""""webServer"""":-1,""""iosAppTraffic"""":-1,""""viewportWidth"""":0,""""viewportHeight"""":0,""""hidpi"""":0,""""adblockStatus"""":0}}mntDataLayer[""""article_meta""""][""""shareCountFacebook""""]  = facebookCount;mntDataLayer[""""article_meta""""][""""shareCountGooglePlus""""] = googlePlusCount;mntDataLayer[""""article_meta""""][""""shareCountLinkedIn""""]  = linkedinCount;mntDataLayer[""""article_meta""""][""""shareCountPinterest""""] = pinterestCount;mntDataLayer[""""article_meta""""][""""url""""]  = window"
26737,location
26738,"href;mntDataLayer[""""customDimensions""""][""""adblockStatus""""]  = adBlockValue; mntDataLayer[""""customDimensions""""][""""viewportWidth""""] = Math"
26739,max(document
26740,documentElement
26741,"clientWidth, window"
26742,"innerWidth || 0); mntDataLayer[""""customDimensions""""][""""viewportHeight""""] = Math"
26743,max(document
26744,documentElement
26745,"clientHeight, window"
26746,"innerHeight || 0); mntDataLayer[""""customDimensions""""][""""hidpi""""] = (window"
26747,devicePixelRatio >= 1
26748,"5) ? """"HiDPI"""" : """"1X"""";}"""
26749,"""For full functionality, it is necessary to enable JavaScript"
26750,Here are instructions how to enable JavaScript in your web browser
26751,"Welcome to Medical News TodayHealthline Media, Inc"
26752,would like to process and share personal data (e
26753,g
26754,", mobile ad id) and data about your use of our site (e"
